age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,y,saving,debt
40,technician,single,tertiary,no,47,no,no,cellular,20,aug,110,4,-1,0,no,47.0,
37,management,single,tertiary,no,1572,no,no,cellular,20,aug,90,6,-1,0,no,1572.0,
52,technician,divorced,secondary,no,511,no,yes,cellular,20,aug,98,4,-1,0,no,511.0,
37,technician,divorced,secondary,no,23,no,no,cellular,20,aug,289,2,-1,0,no,23.0,
31,technician,married,secondary,no,141,no,no,cellular,20,aug,110,2,-1,0,no,141.0,
42,management,single,tertiary,no,227,no,no,cellular,20,aug,428,8,-1,0,no,227.0,
53,technician,married,secondary,no,1357,yes,no,cellular,20,aug,123,2,-1,0,no,1357.0,
34,technician,married,tertiary,no,2069,no,no,cellular,20,aug,328,2,-1,0,no,2069.0,
56,admin.,married,secondary,no,374,no,no,cellular,20,aug,193,4,-1,0,no,374.0,
41,technician,divorced,secondary,no,75,no,no,cellular,20,aug,351,2,-1,0,no,75.0,
38,management,married,secondary,no,124,no,no,cellular,20,aug,202,2,-1,0,no,124.0,
33,management,single,tertiary,no,47,no,no,cellular,20,aug,203,4,-1,0,no,47.0,
44,self-employed,married,tertiary,no,1196,no,no,cellular,20,aug,552,5,-1,0,yes,1196.0,
51,unemployed,married,secondary,no,107,no,no,cellular,20,aug,79,4,-1,0,no,107.0,
43,entrepreneur,married,secondary,no,469,no,yes,cellular,20,aug,89,2,-1,0,no,469.0,
32,services,married,secondary,no,11,no,no,cellular,20,aug,322,2,-1,0,no,11.0,
38,technician,married,secondary,no,565,no,no,cellular,20,aug,93,2,-1,0,no,565.0,
54,blue-collar,married,primary,no,2584,no,no,cellular,20,aug,387,7,-1,0,no,2584.0,
32,management,married,secondary,no,0,no,no,cellular,20,aug,162,4,-1,0,no,0.0,
30,management,single,secondary,no,46,no,no,cellular,20,aug,93,4,-1,0,no,46.0,
42,technician,divorced,secondary,no,19,no,no,cellular,20,aug,875,4,-1,0,yes,19.0,
48,admin.,married,secondary,no,0,no,no,cellular,20,aug,108,4,-1,0,no,0.0,
30,management,married,tertiary,no,1390,no,no,cellular,20,aug,552,4,-1,0,no,1390.0,
38,technician,married,secondary,no,79,yes,no,cellular,20,aug,209,2,-1,0,no,79.0,
34,management,married,tertiary,no,0,no,no,cellular,20,aug,263,2,-1,0,no,0.0,
30,services,married,secondary,no,114,no,no,cellular,20,aug,185,4,-1,0,no,114.0,
38,management,single,tertiary,no,38,no,no,cellular,20,aug,105,2,-1,0,no,38.0,
33,technician,married,tertiary,yes,56,no,no,cellular,20,aug,75,2,-1,0,no,56.0,
38,technician,married,tertiary,no,536,no,no,cellular,20,aug,360,4,-1,0,no,536.0,
34,technician,married,secondary,no,1194,no,yes,cellular,20,aug,219,2,-1,0,no,1194.0,
39,management,married,tertiary,no,5060,yes,no,cellular,20,aug,157,4,-1,0,no,5060.0,
33,technician,married,secondary,no,0,no,no,cellular,20,aug,113,4,-1,0,no,0.0,
34,technician,married,tertiary,no,100,no,no,cellular,20,aug,196,2,-1,0,no,100.0,
40,management,married,secondary,no,569,no,no,cellular,20,aug,129,2,-1,0,no,569.0,
33,technician,single,secondary,no,541,no,yes,cellular,20,aug,118,2,-1,0,no,541.0,
42,entrepreneur,married,primary,no,149,no,no,cellular,20,aug,94,2,-1,0,no,149.0,
47,services,married,primary,no,0,yes,yes,cellular,20,aug,138,4,-1,0,no,0.0,
56,retired,married,primary,no,681,no,no,cellular,20,aug,204,4,-1,0,no,681.0,
34,management,married,tertiary,no,881,no,no,cellular,20,aug,112,2,-1,0,no,881.0,
55,blue-collar,married,secondary,no,1218,no,no,cellular,20,aug,107,2,-1,0,no,1218.0,
55,admin.,married,secondary,no,128,no,no,cellular,20,aug,359,2,-1,0,no,128.0,
34,technician,single,secondary,no,112,no,no,cellular,20,aug,123,2,-1,0,no,112.0,
50,technician,married,secondary,no,-584,no,no,cellular,20,aug,75,2,-1,0,no,,-584.0
41,technician,married,secondary,no,248,no,no,cellular,20,aug,156,2,-1,0,no,248.0,
39,technician,single,secondary,no,0,no,no,cellular,20,aug,332,4,-1,0,no,0.0,
33,management,single,tertiary,no,432,no,no,telephone,20,aug,588,6,-1,0,yes,432.0,
34,housemaid,married,primary,no,4,no,no,cellular,20,aug,55,4,-1,0,no,4.0,
56,blue-collar,married,secondary,no,300,no,no,cellular,20,aug,184,3,-1,0,no,300.0,
32,technician,single,secondary,no,68,no,yes,cellular,20,aug,237,4,-1,0,no,68.0,
44,management,married,tertiary,no,0,no,no,cellular,20,aug,122,2,-1,0,no,0.0,
32,technician,single,secondary,no,-22,yes,no,cellular,20,aug,215,2,-1,0,no,,-22.0
37,technician,married,secondary,no,-318,no,no,cellular,20,aug,25,20,-1,0,no,,-318.0
39,services,married,tertiary,no,35,no,no,cellular,20,aug,211,3,-1,0,no,35.0,
45,management,married,tertiary,no,0,no,no,cellular,20,aug,71,2,-1,0,no,0.0,
46,technician,married,secondary,no,78,no,no,cellular,20,aug,172,2,-1,0,no,78.0,
36,technician,married,secondary,no,3,no,no,cellular,20,aug,100,4,-1,0,no,3.0,
32,management,married,tertiary,no,169,no,yes,cellular,20,aug,119,2,-1,0,no,169.0,
53,blue-collar,married,primary,no,-39,yes,no,cellular,20,aug,87,2,-1,0,no,,-39.0
34,technician,married,secondary,no,1553,no,no,cellular,20,aug,200,2,-1,0,no,1553.0,
51,blue-collar,married,secondary,no,51,no,yes,cellular,20,aug,214,8,-1,0,no,51.0,
31,management,married,tertiary,no,792,no,no,cellular,20,aug,763,14,-1,0,yes,792.0,
45,management,divorced,tertiary,no,-96,no,yes,cellular,20,aug,95,2,-1,0,no,,-96.0
31,management,married,tertiary,no,69,no,no,cellular,20,aug,195,2,-1,0,no,69.0,
32,technician,married,secondary,no,20,no,no,cellular,20,aug,210,2,-1,0,no,20.0,
42,management,married,tertiary,no,251,no,no,cellular,20,aug,413,2,-1,0,no,251.0,
47,housemaid,married,secondary,no,0,no,no,cellular,20,aug,97,3,-1,0,no,0.0,
43,management,married,tertiary,no,2,no,yes,cellular,20,aug,472,2,-1,0,no,2.0,
37,management,divorced,secondary,no,414,no,no,cellular,20,aug,352,4,-1,0,no,414.0,
41,technician,married,secondary,no,-4,no,no,cellular,20,aug,171,6,-1,0,no,,-4.0
32,technician,married,tertiary,no,587,no,no,cellular,20,aug,212,4,-1,0,no,587.0,
32,technician,single,tertiary,no,0,no,no,cellular,20,aug,72,4,-1,0,no,0.0,
35,technician,married,secondary,no,1144,no,no,cellular,20,aug,197,13,-1,0,no,1144.0,
46,blue-collar,married,secondary,no,15,yes,yes,cellular,20,aug,76,3,-1,0,no,15.0,
32,technician,married,secondary,no,687,no,no,cellular,20,aug,161,4,-1,0,no,687.0,
42,self-employed,married,tertiary,no,83,yes,no,cellular,20,aug,140,4,-1,0,no,83.0,
46,services,married,secondary,no,417,no,no,cellular,20,aug,81,2,-1,0,no,417.0,
51,admin.,married,primary,no,173,no,no,cellular,20,aug,65,2,-1,0,no,173.0,
51,technician,married,secondary,no,337,yes,no,cellular,20,aug,687,4,-1,0,no,337.0,
56,services,married,secondary,no,9,no,yes,cellular,20,aug,285,2,-1,0,no,9.0,
45,admin.,married,secondary,no,638,yes,no,cellular,20,aug,75,9,-1,0,no,638.0,
37,technician,single,secondary,no,228,yes,no,cellular,20,aug,1740,2,-1,0,no,228.0,
49,technician,married,secondary,no,51,no,no,cellular,20,aug,513,4,-1,0,no,51.0,
41,technician,single,secondary,no,143,no,no,cellular,20,aug,744,7,-1,0,no,143.0,
50,blue-collar,married,primary,no,-219,no,yes,cellular,20,aug,177,2,-1,0,no,,-219.0
36,management,married,tertiary,no,356,no,no,cellular,20,aug,184,6,-1,0,no,356.0,
51,technician,married,secondary,no,-153,no,no,cellular,20,aug,62,4,-1,0,no,,-153.0
33,admin.,single,secondary,no,344,yes,no,cellular,20,aug,103,4,-1,0,no,344.0,
32,management,married,tertiary,no,1014,no,no,cellular,20,aug,194,6,-1,0,no,1014.0,
32,management,married,tertiary,no,138,no,no,cellular,20,aug,94,4,-1,0,no,138.0,
31,management,married,tertiary,no,22546,yes,no,cellular,20,aug,88,4,-1,0,no,22546.0,
31,management,married,tertiary,no,156,no,no,cellular,20,aug,77,2,-1,0,no,156.0,
39,housemaid,married,secondary,no,-146,yes,yes,cellular,20,aug,239,2,-1,0,no,,-146.0
39,management,married,tertiary,no,224,no,no,cellular,20,aug,414,2,-1,0,no,224.0,
42,housemaid,married,primary,no,145,no,no,cellular,20,aug,252,2,-1,0,no,145.0,
48,services,married,secondary,no,109,no,yes,cellular,20,aug,113,4,-1,0,no,109.0,
43,management,married,tertiary,no,715,no,no,cellular,20,aug,88,4,-1,0,no,715.0,
47,technician,married,secondary,no,275,no,no,cellular,20,aug,447,4,-1,0,no,275.0,
39,technician,married,secondary,no,49,yes,no,cellular,20,aug,379,4,-1,0,no,49.0,
36,technician,single,secondary,no,1044,yes,no,cellular,20,aug,15,19,-1,0,no,1044.0,
50,management,married,secondary,no,2130,no,no,cellular,20,aug,203,4,-1,0,no,2130.0,
38,management,married,tertiary,no,3440,no,no,cellular,20,aug,471,10,-1,0,no,3440.0,
39,technician,divorced,secondary,no,507,no,no,cellular,20,aug,173,4,-1,0,no,507.0,
35,technician,married,secondary,no,179,no,yes,cellular,20,aug,82,2,-1,0,no,179.0,
39,technician,married,tertiary,no,93,no,no,cellular,20,aug,162,2,-1,0,no,93.0,
46,blue-collar,married,primary,no,620,yes,no,cellular,20,aug,174,2,-1,0,no,620.0,
44,technician,married,secondary,no,7649,no,no,cellular,20,aug,188,6,-1,0,no,7649.0,
53,technician,married,tertiary,no,988,no,no,cellular,20,aug,1408,5,-1,0,yes,988.0,
50,entrepreneur,divorced,tertiary,no,101,no,no,cellular,20,aug,132,2,-1,0,no,101.0,
60,retired,married,secondary,no,208,no,no,cellular,20,aug,70,4,-1,0,no,208.0,
51,blue-collar,married,secondary,no,397,yes,no,cellular,20,aug,293,2,-1,0,no,397.0,
31,technician,married,secondary,no,0,no,no,cellular,20,aug,102,2,-1,0,no,0.0,
49,housemaid,married,secondary,no,3,no,no,cellular,20,aug,118,2,-1,0,no,3.0,
50,blue-collar,married,primary,no,238,no,no,cellular,20,aug,584,2,-1,0,no,238.0,
32,technician,single,secondary,no,116,yes,no,cellular,20,aug,718,2,-1,0,yes,116.0,
37,management,single,tertiary,no,361,no,no,cellular,20,aug,174,2,-1,0,no,361.0,
40,technician,single,secondary,no,2244,no,yes,cellular,20,aug,58,2,-1,0,no,2244.0,
50,admin.,married,secondary,no,242,yes,no,cellular,20,aug,69,4,-1,0,no,242.0,
46,services,married,secondary,yes,130,no,no,cellular,20,aug,95,2,-1,0,no,130.0,
55,admin.,married,secondary,no,51,no,no,cellular,20,aug,94,2,-1,0,no,51.0,
60,admin.,married,tertiary,no,1614,no,no,cellular,20,aug,921,6,-1,0,yes,1614.0,
30,management,married,tertiary,no,294,no,no,cellular,20,aug,605,4,-1,0,no,294.0,
35,management,married,tertiary,no,24,yes,no,cellular,20,aug,174,2,-1,0,no,24.0,
35,technician,single,secondary,no,0,no,no,cellular,20,aug,111,2,-1,0,no,0.0,
36,technician,married,tertiary,no,0,no,no,cellular,20,aug,245,1,-1,0,no,0.0,
47,services,married,secondary,no,439,yes,no,cellular,20,aug,156,12,-1,0,no,439.0,
37,management,married,tertiary,no,16,no,no,cellular,20,aug,280,1,-1,0,no,16.0,
46,management,married,tertiary,no,110,yes,yes,cellular,20,aug,243,5,-1,0,no,110.0,
32,management,married,tertiary,no,7743,no,no,cellular,20,aug,358,3,-1,0,no,7743.0,
48,management,single,secondary,no,-18,yes,no,cellular,20,aug,430,4,-1,0,no,,-18.0
30,technician,divorced,secondary,no,2403,no,no,cellular,20,aug,132,2,-1,0,no,2403.0,
49,management,married,tertiary,no,1912,yes,no,cellular,20,aug,380,4,-1,0,no,1912.0,
39,technician,married,secondary,no,0,no,no,cellular,20,aug,327,3,-1,0,no,0.0,
33,technician,single,secondary,no,163,yes,no,cellular,20,aug,627,2,-1,0,yes,163.0,
47,services,married,secondary,no,665,yes,no,cellular,20,aug,251,3,-1,0,no,665.0,
44,management,married,tertiary,no,5004,no,no,cellular,20,aug,175,2,-1,0,no,5004.0,
46,blue-collar,married,secondary,no,3547,no,no,cellular,20,aug,395,6,-1,0,no,3547.0,
36,technician,married,secondary,no,196,yes,no,cellular,20,aug,687,2,-1,0,no,196.0,
43,technician,married,secondary,no,481,no,no,cellular,20,aug,196,2,-1,0,no,481.0,
30,technician,single,secondary,no,790,no,no,cellular,20,aug,696,3,-1,0,no,790.0,
37,management,single,tertiary,no,198,no,no,cellular,20,aug,304,5,-1,0,no,198.0,
33,management,divorced,secondary,no,106,no,no,cellular,20,aug,175,3,-1,0,no,106.0,
31,technician,single,secondary,no,159,no,no,cellular,20,aug,129,1,-1,0,no,159.0,
41,housemaid,married,secondary,no,304,no,no,cellular,20,aug,132,1,-1,0,no,304.0,
33,management,single,tertiary,no,0,no,no,cellular,20,aug,291,1,-1,0,no,0.0,
47,services,married,secondary,no,1717,no,no,cellular,20,aug,216,9,-1,0,no,1717.0,
47,technician,married,secondary,no,52,no,no,cellular,20,aug,881,4,-1,0,no,52.0,
49,admin.,married,secondary,no,2465,no,no,cellular,20,aug,157,3,-1,0,no,2465.0,
32,technician,single,secondary,no,0,no,no,cellular,20,aug,92,4,-1,0,no,0.0,
32,management,married,secondary,no,375,no,no,cellular,20,aug,135,3,-1,0,no,375.0,
57,housemaid,married,primary,no,0,no,no,cellular,20,aug,252,3,-1,0,no,0.0,
48,blue-collar,married,secondary,no,1143,yes,no,cellular,20,aug,93,3,-1,0,no,1143.0,
44,housemaid,married,primary,no,0,no,no,cellular,20,aug,174,5,-1,0,no,0.0,
39,management,married,tertiary,no,208,no,no,cellular,20,aug,170,4,-1,0,no,208.0,
44,management,married,tertiary,no,70,no,no,cellular,20,aug,165,3,-1,0,no,70.0,
44,management,married,tertiary,no,0,yes,no,cellular,20,aug,141,3,-1,0,no,0.0,
35,entrepreneur,divorced,secondary,no,80,no,no,cellular,20,aug,67,5,-1,0,no,80.0,
51,management,married,tertiary,no,7631,no,no,cellular,20,aug,896,8,-1,0,no,7631.0,
37,technician,married,tertiary,no,247,no,no,cellular,20,aug,625,6,-1,0,yes,247.0,
31,management,single,tertiary,no,2085,yes,no,cellular,20,aug,147,4,-1,0,no,2085.0,
59,retired,married,primary,no,2568,no,no,cellular,20,aug,63,5,-1,0,no,2568.0,
52,blue-collar,married,primary,no,584,yes,no,cellular,20,aug,76,18,-1,0,no,584.0,
38,technician,single,tertiary,no,221,no,no,cellular,20,aug,79,3,-1,0,no,221.0,
40,management,married,tertiary,no,526,yes,no,cellular,20,aug,113,4,-1,0,no,526.0,
42,housemaid,married,primary,no,2328,no,no,cellular,20,aug,133,2,-1,0,no,2328.0,
32,technician,single,secondary,no,432,no,no,cellular,20,aug,559,3,-1,0,no,432.0,
54,self-employed,married,tertiary,no,0,yes,no,cellular,20,aug,83,5,-1,0,no,0.0,
32,management,married,tertiary,no,396,yes,no,cellular,20,aug,319,3,-1,0,no,396.0,
33,management,single,tertiary,no,12,no,no,cellular,20,aug,471,5,-1,0,no,12.0,
41,technician,married,secondary,no,0,no,no,cellular,20,aug,113,3,-1,0,no,0.0,
38,management,married,tertiary,no,1555,no,no,cellular,20,aug,66,5,-1,0,no,1555.0,
40,management,married,tertiary,no,2014,no,no,cellular,20,aug,209,5,-1,0,no,2014.0,
33,management,single,tertiary,no,23,no,no,cellular,20,aug,216,3,-1,0,no,23.0,
45,admin.,married,secondary,no,236,no,no,cellular,20,aug,703,2,-1,0,yes,236.0,
34,technician,single,tertiary,no,19,no,no,cellular,20,aug,345,3,-1,0,no,19.0,
43,technician,divorced,tertiary,no,1088,no,no,cellular,20,aug,341,3,-1,0,no,1088.0,
31,technician,married,tertiary,no,79,yes,no,cellular,20,aug,78,12,-1,0,no,79.0,
56,blue-collar,married,secondary,no,385,no,no,cellular,20,aug,210,3,-1,0,no,385.0,
33,management,single,tertiary,no,215,no,no,telephone,20,aug,41,9,-1,0,no,215.0,
40,management,married,tertiary,no,324,no,no,cellular,20,aug,208,2,-1,0,no,324.0,
33,technician,divorced,secondary,no,558,yes,no,cellular,20,aug,109,3,-1,0,no,558.0,
40,technician,single,secondary,no,34,no,no,cellular,20,aug,66,3,-1,0,no,34.0,
53,management,divorced,tertiary,no,913,no,no,cellular,20,aug,173,3,-1,0,no,913.0,
34,management,married,tertiary,no,651,no,no,cellular,20,aug,160,4,-1,0,no,651.0,
31,student,single,tertiary,no,744,no,no,cellular,20,aug,124,3,-1,0,no,744.0,
31,technician,single,secondary,no,36,no,no,cellular,20,aug,99,3,-1,0,no,36.0,
46,blue-collar,married,secondary,no,123,no,no,cellular,20,aug,381,3,-1,0,no,123.0,
31,technician,married,secondary,no,-305,no,yes,cellular,20,aug,83,3,-1,0,no,,-305.0
50,blue-collar,married,primary,no,8000,yes,no,cellular,20,aug,221,10,-1,0,no,8000.0,
59,entrepreneur,married,tertiary,no,-23,no,yes,cellular,20,aug,195,7,-1,0,no,,-23.0
33,management,single,tertiary,no,20794,no,no,cellular,20,aug,226,5,-1,0,no,20794.0,
35,management,married,tertiary,no,47,no,yes,cellular,20,aug,44,9,-1,0,no,47.0,
34,technician,single,secondary,no,10890,no,no,cellular,20,aug,46,14,-1,0,no,10890.0,
49,management,married,secondary,no,601,no,no,cellular,20,aug,278,6,-1,0,no,601.0,
55,technician,divorced,secondary,no,35,yes,no,cellular,20,aug,126,4,-1,0,no,35.0,
57,management,married,tertiary,no,3250,no,no,cellular,20,aug,162,3,-1,0,no,3250.0,
37,management,single,tertiary,no,0,no,no,cellular,20,aug,225,5,-1,0,no,0.0,
31,management,married,tertiary,no,1170,no,no,cellular,20,aug,200,4,-1,0,no,1170.0,
33,management,married,tertiary,no,0,no,no,cellular,20,aug,85,5,-1,0,no,0.0,
48,management,married,tertiary,no,1567,yes,no,cellular,20,aug,77,3,-1,0,no,1567.0,
46,management,married,tertiary,no,0,no,no,cellular,20,aug,96,3,-1,0,no,0.0,
51,housemaid,married,primary,no,3486,no,no,cellular,20,aug,135,11,-1,0,no,3486.0,
32,technician,single,tertiary,no,35,no,no,cellular,20,aug,96,8,-1,0,no,35.0,
40,technician,married,secondary,yes,-432,yes,yes,cellular,20,aug,1464,3,-1,0,no,,-432.0
38,technician,married,secondary,no,63,no,no,cellular,20,aug,320,4,-1,0,no,63.0,
30,management,single,tertiary,no,30,no,no,cellular,21,aug,220,5,-1,0,no,30.0,
43,technician,married,secondary,no,253,no,no,cellular,21,aug,111,5,-1,0,no,253.0,
42,management,married,tertiary,no,99,no,no,cellular,21,aug,92,4,-1,0,no,99.0,
59,retired,married,primary,no,56,no,no,cellular,21,aug,432,5,-1,0,no,56.0,
41,management,married,tertiary,no,185,no,no,cellular,21,aug,286,12,-1,0,no,185.0,
47,technician,married,secondary,no,644,no,no,telephone,21,aug,169,13,-1,0,no,644.0,
54,management,divorced,tertiary,no,205,no,no,cellular,21,aug,182,6,-1,0,no,205.0,
52,blue-collar,married,primary,no,990,no,no,cellular,21,aug,96,2,-1,0,no,990.0,
34,housemaid,married,secondary,yes,0,no,no,cellular,21,aug,398,2,-1,0,no,0.0,
34,technician,single,secondary,no,0,no,no,cellular,21,aug,163,2,-1,0,no,0.0,
40,management,married,tertiary,no,185,no,no,cellular,21,aug,310,2,-1,0,no,185.0,
47,management,married,tertiary,no,1224,no,no,cellular,21,aug,189,2,-1,0,no,1224.0,
38,technician,single,secondary,no,0,no,no,cellular,21,aug,66,2,-1,0,no,0.0,
36,technician,single,secondary,no,310,no,no,cellular,21,aug,115,2,-1,0,no,310.0,
35,management,married,tertiary,no,109,no,yes,cellular,21,aug,257,2,-1,0,no,109.0,
36,management,married,tertiary,no,35,no,no,cellular,21,aug,246,4,-1,0,no,35.0,
36,management,single,tertiary,no,1246,no,no,cellular,21,aug,63,2,-1,0,no,1246.0,
40,technician,single,secondary,no,572,no,no,cellular,21,aug,971,2,-1,0,no,572.0,
30,technician,single,tertiary,no,196,no,no,cellular,21,aug,210,2,-1,0,no,196.0,
51,management,married,tertiary,no,-3,no,no,cellular,21,aug,79,2,-1,0,no,,-3.0
38,technician,married,secondary,no,13,no,no,cellular,21,aug,311,2,-1,0,no,13.0,
40,management,married,tertiary,no,52527,no,no,cellular,21,aug,140,11,-1,0,no,52527.0,
42,technician,married,secondary,no,5,no,no,cellular,21,aug,98,2,-1,0,no,5.0,
31,management,single,tertiary,no,0,no,no,cellular,21,aug,218,2,-1,0,no,0.0,
33,technician,single,tertiary,no,213,no,no,cellular,21,aug,152,2,-1,0,no,213.0,
33,management,married,tertiary,no,0,no,no,cellular,21,aug,102,2,-1,0,no,0.0,
33,technician,single,tertiary,no,1805,no,no,cellular,21,aug,211,4,-1,0,no,1805.0,
32,self-employed,married,secondary,yes,9,no,no,cellular,21,aug,331,2,-1,0,no,9.0,
53,blue-collar,married,secondary,no,-31,no,no,cellular,21,aug,82,8,-1,0,no,,-31.0
58,retired,married,primary,no,358,no,no,cellular,21,aug,396,2,-1,0,no,358.0,
30,technician,married,tertiary,no,0,no,no,cellular,21,aug,351,6,-1,0,no,0.0,
33,management,married,tertiary,no,51,yes,no,cellular,21,aug,273,2,-1,0,no,51.0,
31,technician,single,tertiary,yes,24,no,no,cellular,21,aug,246,2,-1,0,no,24.0,
45,technician,married,tertiary,no,0,no,no,cellular,21,aug,103,2,-1,0,no,0.0,
39,technician,single,tertiary,no,0,no,no,cellular,21,aug,121,2,-1,0,no,0.0,
41,technician,divorced,secondary,no,988,no,no,cellular,21,aug,429,2,-1,0,no,988.0,
44,management,married,secondary,no,0,no,no,cellular,21,aug,167,2,-1,0,no,0.0,
48,blue-collar,married,primary,no,492,no,yes,cellular,21,aug,139,2,-1,0,no,492.0,
46,management,married,tertiary,yes,-337,no,yes,cellular,21,aug,120,2,-1,0,no,,-337.0
44,management,divorced,tertiary,no,243,no,no,cellular,21,aug,118,4,-1,0,no,243.0,
37,management,single,tertiary,no,102,yes,no,cellular,21,aug,101,2,-1,0,no,102.0,
43,technician,married,tertiary,no,1485,no,no,cellular,21,aug,180,2,-1,0,no,1485.0,
58,management,married,tertiary,no,287,yes,no,cellular,21,aug,676,8,-1,0,no,287.0,
50,management,divorced,tertiary,no,83,yes,no,cellular,21,aug,40,2,-1,0,no,83.0,
34,technician,single,secondary,no,666,no,no,cellular,21,aug,1503,2,-1,0,yes,666.0,
42,management,single,tertiary,yes,0,no,yes,cellular,21,aug,384,5,-1,0,no,0.0,
33,technician,single,secondary,no,422,no,no,cellular,21,aug,289,2,-1,0,no,422.0,
35,technician,single,tertiary,no,147,no,no,cellular,21,aug,134,2,-1,0,no,147.0,
30,technician,single,secondary,no,-123,no,yes,cellular,21,aug,120,2,-1,0,no,,-123.0
